tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	10859	0	live	LILRB1	CD85J, ILT-2, ILT2, LIR-1, LIR1, MIR-7, MIR7, PIR-B, PIRB	leukocyte immunoglobulin like receptor B1	leukocyte immunoglobulin-like receptor subfamily B member 1|CD85 antigen-like family member J|Ig-like transcript 2|immunoglobulin heavy chain variable region|leucocyte Ig-like receptor B1|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1|monocyte/macrophage immunoglobulin-like receptor 7|myeloid inhibitory receptor 7	19q13.42	19	NC_000019.10	54616322	54638022	plus	17	604811	
9606	Homo sapiens	8878	0	live	SQSTM1	A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B	sequestosome 1	sequestosome-1|EBI3-associated protein of 60 kDa|EBI3-associated protein p60|EBIAP|autophagy receptor p62|oxidative stress induced like|phosphotyrosine independent ligand for the Lck SH2 domain p62|phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa|ubiquitin-binding protein p62	5q35.3	5	NC_000005.10	179806393	179838078	plus	11	601530	
9606	Homo sapiens	100507436	0	live	MICA	MIC-A, PERB11.1	MHC class I polypeptide-related sequence A	MHC class I polypeptide-related sequence A|HLA class I antigen|MHC class I chain-related protein A|MHC class I related chain A|MHC class I related sequence A|major histocompatibility complex class I chain-related protein A|stress inducible class I homolog	6p21.33	6	NC_000006.12	31400711	31415315	plus	7	600169	
9606	Homo sapiens	2214	0	live	FCGR3A	CD16, CD16-II, CD16A, FCG3, FCGR3, FCGRIII, FCR-10, FCRIII, FCRIIIA, FcGRIIIA, IGFR3, IMD20	Fc gamma receptor IIIa	low affinity immunoglobulin gamma Fc region receptor III-A|CD16a antigen|Fc fragment of IgG receptor IIIa|Fc fragment of IgG, low affinity III, receptor for (CD16)|Fc fragment of IgG, low affinity IIIa, receptor (CD16a)|Fc gamma receptor III-A|Fc-gamma RIII-alpha|Fc-gamma receptor III-2 (CD 16)|Fc-gamma receptor IIIb (CD16)|FcgammaRIIIA|IgG Fc receptor III-A|igG Fc receptor III-2|immunoglobulin G Fc receptor III|low affinity immunoglobulin gamma Fc region receptor III-A/III-B recombinant|low affinity immunoglobulin gamma Fc region receptor III-B|low affinity immunoglobulin gamma receptor III-a Fc fragment|neutrophil-specific antigen NA	1q23.3	1	NC_000001.11	161541759	161550737	minus	7	146740	
9606	Homo sapiens	3803	0	live	KIR2DL2	CD158B1, CD158b, NKAT-6, NKAT6, p58.2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2	killer cell immunoglobulin-like receptor 2DL2|CD158 antigen-like family member B1|MHC class I NK cell receptor|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2|natural killer-associated transcript 6|p58 NK receptor CL-43|p58 natural killer cell receptor clone CL-43	19q13.4	19						604937	
9606	Homo sapiens	3813	0	live	KIR3DS1	CD158E2, KIR-123FM, KIR-G1, NKAT-10, NKAT10	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1	killer cell immunoglobulin-like receptor 3DS1|killer cell immunoglobulin-like receptor KIR3DS1|killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1|natural killer-associated transcript 10	19q13.4	19							
9606	Homo sapiens	3804	0	live	KIR2DL3	CD158B2, CD158b, GL183, KIR-023GB, KIR-K7b, KIR-K7c, KIR2DL, KIR2DS5, KIRCL23, NKAT, NKAT2, NKAT2A, NKAT2B, p58	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	killer cell immunoglobulin-like receptor 2DL3|CD158 antigen-like family member B2|NKAT-2|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|killer inhibitory receptor cl 2-3|natural killer associated transcript 2|natural killer cell inhibitory receptor KIR2DL3|p58 NK receptor CL-6|p58 natural killer cell receptor clone CL-6|p58.2 MHC class-I specific NK receptor	19q13.42	19	NC_000019.10	54738513	54753052	plus	8	604938	
9606	Homo sapiens	3767	0	live	KCNJ11	BIR, HHF2, IKATP, KIR6.2, MODY13, PHHI, PNDM2, TNDM3	potassium inwardly rectifying channel subfamily J member 11	ATP-sensitive inward rectifier potassium channel 11|beta-cell inward rectifier subunit|inward rectifier K(+) channel Kir6.2|inwardly rectifing potassium channel subfamily J member 11|inwardly rectifying potassium channel KIR6.2|inwardly-rectifying potassium channel subfamily J member 11|potassium channel inwardly rectifing subfamily J member 11|potassium channel, inwardly rectifying subfamily J member 11|potassium voltage-gated channel subfamily J member 11	11p15.1	11	NC_000011.10	17385248	17389346	minus	4	600937	
9606	Homo sapiens	54790	0	live	TET2	IMD75, KIAA1546, MDS	tet methylcytosine dioxygenase 2	methylcytosine dioxygenase TET2|probable methylcytosine dioxygenase TET2|ten-eleven translocation 2|tet oncogene family member 2	4q24	4	NC_000004.12	105145875	105279803	plus	14	612839	
9606	Homo sapiens	22914	0	live	KLRK1	CD314, D12S2489E, KLR, NKG2-D, NKG2D	killer cell lectin like receptor K1	NKG2-D type II integral membrane protein|NK cell receptor D|NKG2-D-activating NK receptor|killer cell lectin-like receptor subfamily K, member 1	12p13.2	12	NC_000012.12	10372353	10390041	minus	8	611817	
9606	Homo sapiens	3805	0	live	KIR2DL4	CD158D, G9P, KIR-103AS, KIR-2DL4, KIR103, KIR103AS	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	killer cell immunoglobulin-like receptor 2DL4|CD158 antigen-like family member D|KIR2DL4 Killer-cell Immunoglobulin-like Receptor|KIR2DL4*00102|KIR2DL4*00103|KIR2DL4*00501|KIR2DL4*00801|KIR2DL4*00802|KIR2DL4*01101|KIR2DL4*021|KIR2DL4*022|KIR2DL4_00201|KIR2DL4_00201 protein|MHC class I NK cell receptor KIR103AS|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4|killer cell inhibitory receptor 103AS	19q13.42	19	NC_000019.10	54803610	54814517	plus	8	604945	
9606	Homo sapiens	3814	0	live	KISS1	HH13, KiSS-1	KiSS-1 metastasis suppressor	metastasis-suppressor KiSS-1|kisspeptin-1|malignant melanoma metastasis-suppressor|metastin|prepro-kisspeptin	1q32.1	1	NC_000001.11	204190341	204196491	minus	3	603286	
9606	Homo sapiens	6833	0	live	ABCC8	ABC36, HHF1, HI, HRINS, MRP8, PHHI, PNDM3, SUR, SUR1, SUR1delta2, TNDM2	ATP binding cassette subfamily C member 8	ATP-binding cassette sub-family C member 8|ATP-binding cassette transporter sub-family C member 8|ATP-binding cassette, sub-family C (CFTR/MRP), member 8|sulfonylurea receptor (hyperinsulinemia)|sulfonylurea receptor 1	11p15.1	11	NC_000011.10	17392498	17476845	minus	38	600509	
9606	Homo sapiens	1236	0	live	CCR7	BLR2, CC-CKR-7, CCR-7, CD197, CDw197, CMKBR7, EBI1	C-C motif chemokine receptor 7	C-C chemokine receptor type 7|Bukitt's lymphoma receptor 2|CC chemokine receptor 7|EBV-induced G protein-coupled receptor 1|Epstein-Barr virus induced gene 1|Epstein-Barr virus-induced G-protein coupled receptor 1|MIP-3 beta receptor|chemokine (C-C motif) receptor 7|lymphocyte-specific G protein-coupled peptide receptor	17q21.2	17	NC_000017.11	40553769	40565472	minus	5	600242	
9606	Homo sapiens	3806	0	live	KIR2DS1	CD158H, CD158a, p50.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1	killer cell immunoglobulin-like receptor 2DS1|CD158 antigen-like family member H|KIR2DS1 Killer-cell Immunoglobulin-like Receptor|MHC class I NK cell receptor Eb6 ActI|killer cell immunoglobulin-like receptor KIRDS1|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1|killer-cell immunoglobulin-like receptor	19q13.4	19						604952	
9606	Homo sapiens	3759	0	live	KCNJ2	ATFB9, HHBIRK1, HHIRK1, IRK1, KIR2.1, LQT7, SQT3	potassium inwardly rectifying channel subfamily J member 2	inward rectifier potassium channel 2|IRK-1|cardiac inward rectifier potassium channel|hIRK1|inward rectifier K+ channel KIR2.1|potassium channel, inwardly rectifying subfamily J, member 2|potassium voltage-gated channel subfamily J member 2	17q24.3	17	NC_000017.11	70169532	70180044	plus	2	600681	
9606	Homo sapiens	6556	0	live	SLC11A1	LSH, NRAMP, NRAMP1	solute carrier family 11 member 1	natural resistance-associated macrophage protein 1|Leishmaniasis resistance|NRAMP 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1|solute carrier family 11 (sodium/phosphate symporters), member 1	2q35	2	NC_000002.12	218382273	218396894	plus	18	600266	
9606	Homo sapiens	3810	0	live	KIR2DS5	CD158G, NKAT9	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5	killer cell immunoglobulin-like receptor 2DS5|CD158 antigen-like family member G|NKAT-9|killer Ig receptor|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|natural killer cell inhibitory receptor|natural killer-associated transcript 9	19q13.4	19						604956	
9606	Homo sapiens	57292	0	live	KIR2DL5A	CD158F, KIR2DL5, KIR2DL5.1, KIR2DL5.3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A	killer cell immunoglobulin-like receptor 2DL5A|killer cell immunoglobulin-like receptor KIR2DL5A|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A	19p13.3	19						605305	
9606	Homo sapiens	2204	0	live	FCAR	CD89, CTB-61M7.2, FcalphaR, FcalphaRI	Fc alpha receptor	immunoglobulin alpha Fc receptor|Fc fragment of IgA receptor|Fc fragment of IgA, receptor for	19q13.42	19	NC_000019.10	54874235	54891420	plus	7	147045	
9606	Homo sapiens	10666	0	live	CD226	DNAM-1, DNAM1, PTA1, TLiSA1	CD226 molecule	CD226 antigen|DNAX accessory molecule-1|T lineage-specific activation antigen 1 antigen|adhesion glycoprotein|platelet and T cell activation antigen 1	18q22.2	18	NC_000018.10	69853274	69961773	minus	10	605397	
9606	Homo sapiens	3808	0	live	KIR2DS3	NKAT7	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3	killer cell immunoglobulin-like receptor 2DS3|MHC class I NK cell receptor|NKAT-7|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 3|natural killer cell inhibitory receptor|natural killer-associated transcript 7	19q13.4	19						604954	
9606	Homo sapiens	3766	0	live	KCNJ10	BIRK-10, KCNJ13-PEN, KIR1.2, KIR4.1, SESAME	potassium inwardly rectifying channel subfamily J member 10	ATP-sensitive inward rectifier potassium channel 10|ATP-dependent inwardly rectifying potassium channel Kir4.1|glial ATP-dependent inwardly rectifying potassium channel KIR4.1|inward rectifier K(+) channel Kir1.2|inward rectifier K+ channel KIR1.2|potassium channel, inwardly rectifying subfamily J member 10|potassium voltage-gated channel subfamily J member 10	1q23.2	1	NC_000001.11	160037467	160070160	minus	2	602208	
9606	Homo sapiens	3821	0	live	KLRC1	CD159A, NKG2, NKG2A	killer cell lectin like receptor C1	NKG2-A/NKG2-B type II integral membrane protein|C-lectin type II protein|CD159 antigen-like family member A|NK cell receptor A|NKG2-1/B activating NK receptor|NKG2-A/B type II integral membrane protein|NKG2-A/B-activating NK receptor|killer cell lectin-like receptor subfamily C, member 1|natural killer cell lectin|natural killer group protein 2	12p13.2	12	NC_000012.12	10442264	10454685	minus	9	161555	
9606	Homo sapiens	7305	0	live	TYROBP	DAP12, KARAP, PLOSL, PLOSL1	transmembrane immune signaling adaptor TYROBP	TYRO protein tyrosine kinase-binding protein|DNAX adaptor protein 12|DNAX-activation protein 12|KAR-associated protein|TYRO protein tyrosine kinase binding protein|killer-activating receptor-associated protein|polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	19q13.12	19	NC_000019.10	35904403	35908295	minus	5	604142	
9606	Homo sapiens	11006	0	live	LILRB4	B4, CD85K, ILT-3, ILT3, LIR-5, LIR5	leukocyte immunoglobulin like receptor B4	leukocyte immunoglobulin-like receptor subfamily B member 4|CD85 antigen-like family member K|immunoglobulin-like transcript 3|leucocyte Ig-like receptor B4|leukocyte immunoglobulin-like receptor 5|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4|monocyte inhibitory receptor HM18	19q13.42	19	NC_000019.10	54662985	54668718	plus	12	604821	
9606	Homo sapiens	115653	0	live	KIR3DL3	CD158Z, KIR2DL5B, KIR3DL7, KIR44, KIRC1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3	killer cell immunoglobulin-like receptor 3DL3|CD158 antigen-like family member Z|KIR2DL5B*011|KIR2DS2*00101|KIR2DS2*00101-v|KIR2DS2*00102|KIR2DS2*00105|KIR2DS2*004|KIR3DL3 Killer-cell Immunoglobulin-like Receptor|KIR3DL3*00301|KIR3DL3*00402|KIR3DL3*00701|KIR3DL3*00802|KIR3DL3*00901|KIR3DL3*012|KIR3DL3*01402|KIR3DL3*01403|KIR3DL3*01403-v|KIR3DL3*01404|KIR3DL3*01406|KIR3DL3*01601|KIR3DL3*020|KIR3DL3*02801|KIR3DL3*034|KIR3DL3*050|KIR3DL3*071-v|killer cell Ig-like receptor KIR3DL7|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3|killer cell inhibitory receptor 1|killer-cell immunoglobulin-like receptor 3DL3	19q13.42	19	NC_000019.10	54724442	54736632	plus	8	610095	
9606	Homo sapiens	3822	0	live	KLRC2	CD159c, NKG2-C, NKG2C	killer cell lectin like receptor C2	NKG2-C type II integral membrane protein|CD159 antigen-like family member C|NK cell receptor C|NKG2-C-activating NK receptor|killer cell lectin-like receptor subfamily C, member 2|natural killer cell receptor G2-C	12p13.2	12	NC_000012.12	10430599	10436010	minus	6	602891	
9606	Homo sapiens	6236	0	live	RRAD	RAD, RAD1, REM3	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	GTP-binding protein RAD|RAS (RAD and GEM) like GTP binding 3|RRAD, Ras related glycolysis inihibitor and calcium channel regulator|Ras-related associated with diabetes|ras associated with diabetes	16q22.1	16	NC_000016.10	66921685	66925535	minus	5	179503	
9606	Homo sapiens	8320	0	live	EOMES	TBR2	eomesodermin	eomesodermin homolog|T-box brain protein 2	3p24.1	3	NC_000003.12	27715953	27722713	minus	7	604615	
9606	Homo sapiens	3760	0	live	KCNJ3	GIRK1, KGA, KIR3.1	potassium inwardly rectifying channel subfamily J member 3	G protein-activated inward rectifier potassium channel 1|GIRK-1|inward rectifier K(+) channel Kir3.1|inward rectifier K+ channel KIR3.1|potassium channel, inwardly rectifying subfamily J member 3|potassium voltage-gated channel subfamily J member 3	2q24.1	2	NC_000002.12	154698695	154858354	plus	3	601534	
9606	Homo sapiens	11025	0	live	LILRB3	CD85A, HL9, ILT-5, ILT5, LILRA6, LIR-3, LIR3, PIR-B, PIRB	leukocyte immunoglobulin like receptor B3	leukocyte immunoglobulin-like receptor subfamily B member 3|CD85 antigen-like family member A|immunoglobulin-like transcript 5|leucocyte Ig-like receptor B3|leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3|monocyte inhibitory receptor HL9	19q13.42	19	NC_000019.10	54216278	54223007	minus	15	604820	
9606	Homo sapiens	548594	0	live	KIR3DP1	CD158c, KIR2DS6, KIR3DS2P, KIR48, KIRX	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1	killer cell immunoglobulin-like receptor, three domains, pseudogene 1|killer-cell Ig-like receptor pseudogene	19q13.42	19	NC_000019.10	54786362	54790418	plus	0	610604	
9606	Homo sapiens	553128	0	live	KIR2DL5B	KIR2DL5, KIR2DL5.2, KIR2DLX	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B	killer cell immunoglobulin-like receptor 2DL5B|CD158 antigen-like family member F2|killer Ig receptor|killer cell immunoglobulin-like receptor 2DL5|killer cell immunoglobulin-like receptor 2DLX|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 5|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B|killer-cell Ig-like receptor	19p13.3	19						615727	
9606	Homo sapiens	11024	0	live	LILRA1	CD85I, LIR-6, LIR6	leukocyte immunoglobulin like receptor A1	leukocyte immunoglobulin-like receptor subfamily A member 1|CD85 antigen-like family member I|leucocyte Ig-like receptor A1|leukocyte immunoglobulin-like receptor 6|leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1	19q13.42	19	NC_000019.10	54593632	54602381	plus	9	604810	
9606	Homo sapiens	199974	0	live	CYP4Z1	CYP4A20	cytochrome P450 family 4 subfamily Z member 1	cytochrome P450 4Z1|CYPIVZ1|cytochrome P450, family 4, subfamily Z, polypeptide 1|laurate 7-monooxygenase	1p33	1	NC_000001.11	47055525	47118318	plus	13	618953	
9606	Homo sapiens	554300	0	live	KIR2DP1	KIR15, KIR2DL6, KIRY, KIRZ	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1	killer cell immunoglobulin-like receptor, two domains, pseudogene 1	19q13.42	19	NC_000019.10	54754756	54767881	plus	0		
9606	Homo sapiens	157506	0	live	RDH10	SDR16C4	retinol dehydrogenase 10	retinol dehydrogenase 10|retinol dehydrogenase 10 (all-trans)|short chain dehydrogenase/reductase family 16C member 4	8q21.11	8	NC_000008.11	73294602	73325281	plus	6	607599	
9606	Homo sapiens	161253	0	live	REM2		RRAD and GEM like GTPase 2	GTP-binding protein REM 2|RAS (RAD and GEM)-like GTP binding 2|RAS-like GTP binding 2|Rad and Gem-related 2 (rat homolog)|rad and Gem-like GTP-binding protein 2	14q11.2	14	NC_000014.9	22883222	22887678	plus	5	616955	
9606	Homo sapiens	11099	0	live	PTPN21	PTPD1, PTPRL10	protein tyrosine phosphatase non-receptor type 21	tyrosine-protein phosphatase non-receptor type 21|dJ1175B15.2 (protein tyrosine phosphatase, non-receptor type 21)|protein-tyrosine phosphatase D1	14q31.3	14	NC_000014.9	88465778	88555007	minus	22	603271	
